Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727792105	2727792105	1	1	9	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792105/Ramlibacter_MAG/2727792105_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792105/Ramlibacter_MAG/2727792105_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792500	2727792500	1	1	15	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792500/Ramlibacter_MAG/2727792500_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792500/Ramlibacter_MAG/2727792500_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793339	2727793339	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793339/Ramlibacter_MAG/2727793339_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793339/Ramlibacter_MAG/2727793339_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791416	2727791416	1	1	15	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791416/Ramlibacter_MAG/2727791416_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791416/Ramlibacter_MAG/2727791416_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792673	2727792673	1	1	20	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792673/Ramlibacter_MAG/2727792673_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792673/Ramlibacter_MAG/2727792673_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792272	2727792272	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792272/Ramlibacter_MAG/2727792272_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792272/Ramlibacter_MAG/2727792272_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792120	2727792120	1	1	6	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792120/Ramlibacter_MAG/2727792120_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792120/Ramlibacter_MAG/2727792120_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792421	2727792421	1	1	11	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792421/Ramlibacter_MAG/2727792421_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792421/Ramlibacter_MAG/2727792421_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791894	2727791894	1	1	19	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791894/Ramlibacter_MAG/2727791894_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791894/Ramlibacter_MAG/2727791894_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791629	2727791629	1	1	14	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791629/Ramlibacter_MAG/2727791629_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791629/Ramlibacter_MAG/2727791629_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792297	2727792297	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792297/Ramlibacter_MAG/2727792297_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792297/Ramlibacter_MAG/2727792297_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792001	2727792001	1	1	10	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792001/Ramlibacter_MAG/2727792001_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792001/Ramlibacter_MAG/2727792001_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794313	2727794313	1	1	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794313/Ramlibacter_MAG/2727794313_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794313/Ramlibacter_MAG/2727794313_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793386	2727793386	1	1	10	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793386/Ramlibacter_MAG/2727793386_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793386/Ramlibacter_MAG/2727793386_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792256	2727792256	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792256/Ramlibacter_MAG/2727792256_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792256/Ramlibacter_MAG/2727792256_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792081	2727792081	1	1	12	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792081/Ramlibacter_MAG/2727792081_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792081/Ramlibacter_MAG/2727792081_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793844	2727793844	1	1	13	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793844/Ramlibacter_MAG/2727793844_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793844/Ramlibacter_MAG/2727793844_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794420	2727794420	1	1	12	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794420/Ramlibacter_MAG/2727794420_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794420/Ramlibacter_MAG/2727794420_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791187	2727791187	1	1	12	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791187/Ramlibacter_MAG/2727791187_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791187/Ramlibacter_MAG/2727791187_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793452	2727793452	1	1	14	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793452/Ramlibacter_MAG/2727793452_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793452/Ramlibacter_MAG/2727793452_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793012	2727793012	1	1	15	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793012/Ramlibacter_MAG/2727793012_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793012/Ramlibacter_MAG/2727793012_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792774	2727792774	1	1	12	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792774/Ramlibacter_MAG/2727792774_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792774/Ramlibacter_MAG/2727792774_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791418	2727791418	1	1	14	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791418/Ramlibacter_MAG/2727791418_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791418/Ramlibacter_MAG/2727791418_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791095	2727791095	1	1	8	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791095/Ramlibacter_MAG/2727791095_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791095/Ramlibacter_MAG/2727791095_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793317	2727793317	1	1	15	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793317/Ramlibacter_MAG/2727793317_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793317/Ramlibacter_MAG/2727793317_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791617	2727791617	1	1	8	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791617/Ramlibacter_MAG/2727791617_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791617/Ramlibacter_MAG/2727791617_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791977	2727791977	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791977/Ramlibacter_MAG/2727791977_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791977/Ramlibacter_MAG/2727791977_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794321	2727794321	1	1	20	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794321/Ramlibacter_MAG/2727794321_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794321/Ramlibacter_MAG/2727794321_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794445	2727794445	1	1	15	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794445/Ramlibacter_MAG/2727794445_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794445/Ramlibacter_MAG/2727794445_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793301	2727793301	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793301/Ramlibacter_MAG/2727793301_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793301/Ramlibacter_MAG/2727793301_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792116	2727792116	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792116/Ramlibacter_MAG/2727792116_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792116/Ramlibacter_MAG/2727792116_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793686	2727793686	1	1	6	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793686/Ramlibacter_MAG/2727793686_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793686/Ramlibacter_MAG/2727793686_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791498	2727791498	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791498/Ramlibacter_MAG/2727791498_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791498/Ramlibacter_MAG/2727791498_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791767	2727791767	1	1	16	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791767/Ramlibacter_MAG/2727791767_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791767/Ramlibacter_MAG/2727791767_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793620	2727793620	1	1	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793620/Ramlibacter_MAG/2727793620_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793620/Ramlibacter_MAG/2727793620_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791946	2727791946	1	1	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791946/Ramlibacter_MAG/2727791946_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791946/Ramlibacter_MAG/2727791946_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794198	2727794198	1	1	20	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794198/Ramlibacter_MAG/2727794198_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727794198/Ramlibacter_MAG/2727794198_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791695	2727791695	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791695/Ramlibacter_MAG/2727791695_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791695/Ramlibacter_MAG/2727791695_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792403	2727792403	1	1	15	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792403/Ramlibacter_MAG/2727792403_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792403/Ramlibacter_MAG/2727792403_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790805	2727790805	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790805/Ramlibacter_MAG/2727790805_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790805/Ramlibacter_MAG/2727790805_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790943	2727790943	1	1	16	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790943/Ramlibacter_MAG/2727790943_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727790943/Ramlibacter_MAG/2727790943_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792627	2727792627	1	1	20	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792627/Ramlibacter_MAG/2727792627_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792627/Ramlibacter_MAG/2727792627_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792692	2727792692	1	1	6	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792692/Ramlibacter_MAG/2727792692_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727792692/Ramlibacter_MAG/2727792692_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791759	2727791759	1	1	16	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791759/Ramlibacter_MAG/2727791759_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727791759/Ramlibacter_MAG/2727791759_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793800	2727793800	1	1	15	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793800/Ramlibacter_MAG/2727793800_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run_LCA/individual_results/2727793800/Ramlibacter_MAG/2727793800_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
